allergic_ID,Adverse-Event,Arm-affected,Arm-at-risk,Category,Trial-Id,URL,Condition,Intervention,Serious-Other,Arm.,Arm_Title,classes_ID,Drug,Class
470,Hypersensitivity,8,150,Immune_system_disorders,NCT00439517,https://clinicaltrials.gov/show/NCT00439517,Previously_Untreated_Metastatic_Colorectal_Cancer,UFOX_+_Cetuximab|FOLFOX4_+_Cetuximab|,other_events,arm1,FOLFOX4-+-Cetuximab,5,cetuximab,Epidermal-growth-factor-receptor-inhibitor
474,Hypersensitivity,1,131,Immune_system_disorders,NCT00440011,https://clinicaltrials.gov/show/NCT00440011,Glaucoma|Ocular_Hypertension|,bimatoprost_0.03_PERCENT_eye_drops|travoprost_0.004_PERCENT_eye_drops|,other_events,arm0,Bimatoprost,,,
1432,Drug_Hypersensitivity,1,133,Immune_system_disorders,NCT00440011,https://clinicaltrials.gov/show/NCT00440011,Glaucoma|Ocular_Hypertension|,bimatoprost_0.03_PERCENT_eye_drops|travoprost_0.004_PERCENT_eye_drops|,other_events,arm1,Travoprost,,,
476,Hypersensitivity,2,222,Immune_system_disorders,NCT00440310,https://clinicaltrials.gov/show/NCT00440310,Liver_Metastases|Colorectal_Neoplasms|Neoplasm_Metastasis|Neoplasm_Recurrence_Local|,Talaporfin_sodium|Percutaneous_placement_of_device_in_liver_metastases|Interstitial_light_emitting_diodes|FOLFOX4_regimen|FOLFIRI_regimen|,serious_events,arm0,Litx-+-Chemotherapy,,,
480,Hypersensitivity,1,6,Immune_system_disorders,NCT00441337,https://clinicaltrials.gov/show/NCT00441337,Carcinoma_Non-Small-Cell_Lung|Colorectal_Cancer|Malignant_Melanoma|Renal_Cancer|Prostate_Cancer|,MDX-1106,other_events,arm2,3-mg/kg-Nivolumab,,,
1446,DRUG_HYPERSENSITIVITY,2,92,Immune_system_disorders,NCT00446030,https://clinicaltrials.gov/show/NCT00446030,Breast_Neoplasms,Docetaxel|Doxorubicin|Carboplatin|Cyclophosphamide|Trastuzumab|Bevacizumab|,other_events,arm0,Stratum-1:-TAC-+-Bevacizumab,4,bevacizumab,monoclonal-antibody
1446,DRUG_HYPERSENSITIVITY,2,92,Immune_system_disorders,NCT00446030,https://clinicaltrials.gov/show/NCT00446030,Breast_Neoplasms,Docetaxel|Doxorubicin|Carboplatin|Cyclophosphamide|Trastuzumab|Bevacizumab|,other_events,arm0,Stratum-1:-TAC-+-Bevacizumab,22,bevacizumab,monoclonal-antibody
1445,DRUG_HYPERSENSITIVITY,2,34,Immune_system_disorders,NCT00446030,https://clinicaltrials.gov/show/NCT00446030,Breast_Neoplasms,Docetaxel|Doxorubicin|Carboplatin|Cyclophosphamide|Trastuzumab|Bevacizumab|,other_events,arm1,Stratum-2:-TCH-+-Bevacizumab,4,bevacizumab,monoclonal-antibody
484,HYPERSENSITIVITY,3,34,Immune_system_disorders,NCT00446030,https://clinicaltrials.gov/show/NCT00446030,Breast_Neoplasms,Docetaxel|Doxorubicin|Carboplatin|Cyclophosphamide|Trastuzumab|Bevacizumab|,other_events,arm1,Stratum-2:-TCH-+-Bevacizumab,4,bevacizumab,monoclonal-antibody
1445,DRUG_HYPERSENSITIVITY,2,34,Immune_system_disorders,NCT00446030,https://clinicaltrials.gov/show/NCT00446030,Breast_Neoplasms,Docetaxel|Doxorubicin|Carboplatin|Cyclophosphamide|Trastuzumab|Bevacizumab|,other_events,arm1,Stratum-2:-TCH-+-Bevacizumab,22,bevacizumab,monoclonal-antibody
484,HYPERSENSITIVITY,3,34,Immune_system_disorders,NCT00446030,https://clinicaltrials.gov/show/NCT00446030,Breast_Neoplasms,Docetaxel|Doxorubicin|Carboplatin|Cyclophosphamide|Trastuzumab|Bevacizumab|,other_events,arm1,Stratum-2:-TCH-+-Bevacizumab,22,bevacizumab,monoclonal-antibody
485,Hypersensitivity,1,102,Immune_system_disorders,NCT00447057,https://clinicaltrials.gov/show/NCT00447057,Histological_or_Cytological_Diagnosis_of_Locally_Advanced_or_Metastatic_NSCLC_of_Nonsquamous_Histology_and_Not_Amenable_to_Curative_Therapy.,Pemetrexed|Erlotinib|Pemetrexed|Erlotinib|,serious_events,arm1,Pemetrexed-+-Erlotinib-(Nonsquamous-and-Squamous),15,pemetrexed,antimetabolite
485,Hypersensitivity,1,102,Immune_system_disorders,NCT00447057,https://clinicaltrials.gov/show/NCT00447057,Histological_or_Cytological_Diagnosis_of_Locally_Advanced_or_Metastatic_NSCLC_of_Nonsquamous_Histology_and_Not_Amenable_to_Curative_Therapy.,Pemetrexed|Erlotinib|Pemetrexed|Erlotinib|,serious_events,arm1,Pemetrexed-+-Erlotinib-(Nonsquamous-and-Squamous),31,erlotinib,epidermal-growth-factor-receptor-(EGFR)-inhibitor---protein-tyrosine-kinase-inhibitor
2601,Allergic_reaction,1,58,Immune_system_disorders,NCT00447330,https://clinicaltrials.gov/show/NCT00447330,Esophageal_Neoplasms|Stomach_Neoplasms|Neoplasm_Metastasis|,capecitabine_(Xeloda)_oxaliplatin_and_bevacizumab_(Avastin),other_events,arm0,1---Capecitabine-(Xeloda)-Oxaliplatin-and-Bevacizumab-(Avasti,7,oxaliplatin,alkalating-agent
2601,Allergic_reaction,1,58,Immune_system_disorders,NCT00447330,https://clinicaltrials.gov/show/NCT00447330,Esophageal_Neoplasms|Stomach_Neoplasms|Neoplasm_Metastasis|,capecitabine_(Xeloda)_oxaliplatin_and_bevacizumab_(Avastin),other_events,arm0,1---Capecitabine-(Xeloda)-Oxaliplatin-and-Bevacizumab-(Avasti,17,capecitabine,antimetabolite
2601,Allergic_reaction,1,58,Immune_system_disorders,NCT00447330,https://clinicaltrials.gov/show/NCT00447330,Esophageal_Neoplasms|Stomach_Neoplasms|Neoplasm_Metastasis|,capecitabine_(Xeloda)_oxaliplatin_and_bevacizumab_(Avastin),other_events,arm0,1---Capecitabine-(Xeloda)-Oxaliplatin-and-Bevacizumab-(Avasti,29,capecitabine,antimetabolite
2601,Allergic_reaction,1,58,Immune_system_disorders,NCT00447330,https://clinicaltrials.gov/show/NCT00447330,Esophageal_Neoplasms|Stomach_Neoplasms|Neoplasm_Metastasis|,capecitabine_(Xeloda)_oxaliplatin_and_bevacizumab_(Avastin),other_events,arm0,1---Capecitabine-(Xeloda)-Oxaliplatin-and-Bevacizumab-(Avasti,4,bevacizumab,monoclonal-antibody
2601,Allergic_reaction,1,58,Immune_system_disorders,NCT00447330,https://clinicaltrials.gov/show/NCT00447330,Esophageal_Neoplasms|Stomach_Neoplasms|Neoplasm_Metastasis|,capecitabine_(Xeloda)_oxaliplatin_and_bevacizumab_(Avastin),other_events,arm0,1---Capecitabine-(Xeloda)-Oxaliplatin-and-Bevacizumab-(Avasti,22,bevacizumab,monoclonal-antibody
2387,Allergy,1,28,Immune_system_disorders,NCT00448279,https://clinicaltrials.gov/show/NCT00448279,Breast_Cancer,trastuzumab|Chemotherapy|,other_events,arm1,Chemotherapy-+-Trastuzumab,18,trastuzumab,monoclonal-antibody
486,Hypersensitivity,3,2264,Immune_system_disorders,NCT00448591,https://clinicaltrials.gov/show/NCT00448591,Breast_Cancer,bevacizumab_[Avastin]|Taxane-based_chemotherapy|,serious_events,arm0,Bevacizumab,4,bevacizumab,monoclonal-antibody
486,Hypersensitivity,3,2264,Immune_system_disorders,NCT00448591,https://clinicaltrials.gov/show/NCT00448591,Breast_Cancer,bevacizumab_[Avastin]|Taxane-based_chemotherapy|,serious_events,arm0,Bevacizumab,22,bevacizumab,monoclonal-antibody
2602,Allergic_reaction,1,452,Immune_system_disorders,NCT00449033,https://clinicaltrials.gov/show/NCT00449033,Carcinoma_Non-Small-Cell_Lung,Sorafenib_(Nexavar_BAY43-9006)|Placebo|Gemcitabine|Cisplatin|,serious_events,arm0,Sorafenib-(Nexavar-BAY43-9006)-+-GC,97,nexavar,Tyrosine-Kinase-inhibitor
2602,Allergic_reaction,1,452,Immune_system_disorders,NCT00449033,https://clinicaltrials.gov/show/NCT00449033,Carcinoma_Non-Small-Cell_Lung,Sorafenib_(Nexavar_BAY43-9006)|Placebo|Gemcitabine|Cisplatin|,serious_events,arm0,Sorafenib-(Nexavar-BAY43-9006)-+-GC,90,sorafenib,Tyrosine-Kinase-inhibitor
2602,Allergic_reaction,1,452,Immune_system_disorders,NCT00449033,https://clinicaltrials.gov/show/NCT00449033,Carcinoma_Non-Small-Cell_Lung,Sorafenib_(Nexavar_BAY43-9006)|Placebo|Gemcitabine|Cisplatin|,serious_events,arm0,Sorafenib-(Nexavar-BAY43-9006)-+-GC,72,bay43,Tyrosine-Kinase-inhibitor
2603,Allergic_Reaction,1,37,Injury_poisoning_and_procedural_complications,NCT00450372,https://clinicaltrials.gov/show/NCT00450372,Melanoma_(Skin),ADI-PEG-20|Pharmacology_Studies|,serious_events,arm0,Single-Arm,,,
2604,Allergic_reaction,1,22,Immune_system_disorders,NCT00450619,https://clinicaltrials.gov/show/NCT00450619,Prostate_Cancer,Samarium_Sm_153_lexidronam_pentasodium|Sargramostim|Recombinant_vaccinia-TRICOM_vaccine|Recombinant_fowlpox-TRICOM_vaccine|,other_events,arm1,Arm-B---153SmEDTMP-With-Vaccine,,,
490,Hypersensitivity,1,3,Immune_system_disorders,NCT00454649,https://clinicaltrials.gov/show/NCT00454649,Neoplasms,Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_1)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_2)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_3)|Axitinib_+_Paclitaxel_(Cohort_4)|Axitinib_+_Docetaxel_+_Carboplatin_(Cohort_4a)|Axitinib_+_Docetaxel_(Cohort_5)|Ax,serious_events,arm0,Axitinib-+-Paclitaxel-+-Carboplatin-(Cohort-1),3,carboplatin,alkalating-agent
491,Hypersensitivity,1,3,Immune_system_disorders,NCT00454649,https://clinicaltrials.gov/show/NCT00454649,Neoplasms,Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_1)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_2)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_3)|Axitinib_+_Paclitaxel_(Cohort_4)|Axitinib_+_Docetaxel_+_Carboplatin_(Cohort_4a)|Axitinib_+_Docetaxel_(Cohort_5)|Ax,other_events,arm0,Axitinib-+-Paclitaxel-+-Carboplatin-(Cohort-1),3,carboplatin,alkalating-agent
490,Hypersensitivity,1,3,Immune_system_disorders,NCT00454649,https://clinicaltrials.gov/show/NCT00454649,Neoplasms,Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_1)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_2)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_3)|Axitinib_+_Paclitaxel_(Cohort_4)|Axitinib_+_Docetaxel_+_Carboplatin_(Cohort_4a)|Axitinib_+_Docetaxel_(Cohort_5)|Ax,serious_events,arm0,Axitinib-+-Paclitaxel-+-Carboplatin-(Cohort-1),10,axitinib,kinase-inhibitor
491,Hypersensitivity,1,3,Immune_system_disorders,NCT00454649,https://clinicaltrials.gov/show/NCT00454649,Neoplasms,Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_1)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_2)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_3)|Axitinib_+_Paclitaxel_(Cohort_4)|Axitinib_+_Docetaxel_+_Carboplatin_(Cohort_4a)|Axitinib_+_Docetaxel_(Cohort_5)|Ax,other_events,arm0,Axitinib-+-Paclitaxel-+-Carboplatin-(Cohort-1),10,axitinib,kinase-inhibitor
490,Hypersensitivity,1,3,Immune_system_disorders,NCT00454649,https://clinicaltrials.gov/show/NCT00454649,Neoplasms,Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_1)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_2)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_3)|Axitinib_+_Paclitaxel_(Cohort_4)|Axitinib_+_Docetaxel_+_Carboplatin_(Cohort_4a)|Axitinib_+_Docetaxel_(Cohort_5)|Ax,serious_events,arm0,Axitinib-+-Paclitaxel-+-Carboplatin-(Cohort-1),2,paclitaxel,taxane
491,Hypersensitivity,1,3,Immune_system_disorders,NCT00454649,https://clinicaltrials.gov/show/NCT00454649,Neoplasms,Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_1)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_2)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_3)|Axitinib_+_Paclitaxel_(Cohort_4)|Axitinib_+_Docetaxel_+_Carboplatin_(Cohort_4a)|Axitinib_+_Docetaxel_(Cohort_5)|Ax,other_events,arm0,Axitinib-+-Paclitaxel-+-Carboplatin-(Cohort-1),2,paclitaxel,taxane
1454,Drug_hypersensitivity,1,5,Immune_system_disorders,NCT00454649,https://clinicaltrials.gov/show/NCT00454649,Neoplasms,Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_1)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_2)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_3)|Axitinib_+_Paclitaxel_(Cohort_4)|Axitinib_+_Docetaxel_+_Carboplatin_(Cohort_4a)|Axitinib_+_Docetaxel_(Cohort_5)|Ax,other_events,arm1,Axitinib-+-Paclitaxel-+-Carboplatin-(Cohort-2),3,carboplatin,alkalating-agent
492,Hypersensitivity,1,5,Immune_system_disorders,NCT00454649,https://clinicaltrials.gov/show/NCT00454649,Neoplasms,Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_1)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_2)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_3)|Axitinib_+_Paclitaxel_(Cohort_4)|Axitinib_+_Docetaxel_+_Carboplatin_(Cohort_4a)|Axitinib_+_Docetaxel_(Cohort_5)|Ax,other_events,arm1,Axitinib-+-Paclitaxel-+-Carboplatin-(Cohort-2),3,carboplatin,alkalating-agent
1454,Drug_hypersensitivity,1,5,Immune_system_disorders,NCT00454649,https://clinicaltrials.gov/show/NCT00454649,Neoplasms,Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_1)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_2)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_3)|Axitinib_+_Paclitaxel_(Cohort_4)|Axitinib_+_Docetaxel_+_Carboplatin_(Cohort_4a)|Axitinib_+_Docetaxel_(Cohort_5)|Ax,other_events,arm1,Axitinib-+-Paclitaxel-+-Carboplatin-(Cohort-2),10,axitinib,kinase-inhibitor
492,Hypersensitivity,1,5,Immune_system_disorders,NCT00454649,https://clinicaltrials.gov/show/NCT00454649,Neoplasms,Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_1)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_2)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_3)|Axitinib_+_Paclitaxel_(Cohort_4)|Axitinib_+_Docetaxel_+_Carboplatin_(Cohort_4a)|Axitinib_+_Docetaxel_(Cohort_5)|Ax,other_events,arm1,Axitinib-+-Paclitaxel-+-Carboplatin-(Cohort-2),10,axitinib,kinase-inhibitor
1454,Drug_hypersensitivity,1,5,Immune_system_disorders,NCT00454649,https://clinicaltrials.gov/show/NCT00454649,Neoplasms,Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_1)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_2)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_3)|Axitinib_+_Paclitaxel_(Cohort_4)|Axitinib_+_Docetaxel_+_Carboplatin_(Cohort_4a)|Axitinib_+_Docetaxel_(Cohort_5)|Ax,other_events,arm1,Axitinib-+-Paclitaxel-+-Carboplatin-(Cohort-2),2,paclitaxel,taxane
492,Hypersensitivity,1,5,Immune_system_disorders,NCT00454649,https://clinicaltrials.gov/show/NCT00454649,Neoplasms,Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_1)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_2)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_3)|Axitinib_+_Paclitaxel_(Cohort_4)|Axitinib_+_Docetaxel_+_Carboplatin_(Cohort_4a)|Axitinib_+_Docetaxel_(Cohort_5)|Ax,other_events,arm1,Axitinib-+-Paclitaxel-+-Carboplatin-(Cohort-2),2,paclitaxel,taxane
1453,Drug_hypersensitivity,1,7,Immune_system_disorders,NCT00454649,https://clinicaltrials.gov/show/NCT00454649,Neoplasms,Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_1)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_2)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_3)|Axitinib_+_Paclitaxel_(Cohort_4)|Axitinib_+_Docetaxel_+_Carboplatin_(Cohort_4a)|Axitinib_+_Docetaxel_(Cohort_5)|Ax,other_events,arm3,Axitinib-+-Paclitaxel-(Cohort-4),10,axitinib,kinase-inhibitor
1453,Drug_hypersensitivity,1,7,Immune_system_disorders,NCT00454649,https://clinicaltrials.gov/show/NCT00454649,Neoplasms,Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_1)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_2)|Axitinib_+_Paclitaxel_+_Carboplatin_(Cohort_3)|Axitinib_+_Paclitaxel_(Cohort_4)|Axitinib_+_Docetaxel_+_Carboplatin_(Cohort_4a)|Axitinib_+_Docetaxel_(Cohort_5)|Ax,other_events,arm3,Axitinib-+-Paclitaxel-(Cohort-4),2,paclitaxel,taxane
496,Hypersensitivity,2,86,Immune_system_disorders,NCT00455195,https://clinicaltrials.gov/show/NCT00455195,Pompe_Disease_(Late-Onset)|Glycogen_Storage_Disease_Type_II_(GSD-II)|Glycogenesis_Type_II|Acid_Maltase_Deficiency_(AMD)|,alglucosidase_alfa,serious_events,arm2,Overall,,,
497,Hypersensitivity,3,86,Immune_system_disorders,NCT00455195,https://clinicaltrials.gov/show/NCT00455195,Pompe_Disease_(Late-Onset)|Glycogen_Storage_Disease_Type_II_(GSD-II)|Glycogenesis_Type_II|Acid_Maltase_Deficiency_(AMD)|,alglucosidase_alfa,other_events,arm2,Overall,,,
2606,Allergic_reaction,4,58,Immune_system_disorders,NCT00455975,https://clinicaltrials.gov/show/NCT00455975,Renal_Cancer|Kidney_Cancer|,Bevacizumab,other_events,arm0,Weekly-Avastin,,,
2605,Allergic_reaction,9,61,Immune_system_disorders,NCT00455975,https://clinicaltrials.gov/show/NCT00455975,Renal_Cancer|Kidney_Cancer|,Bevacizumab,other_events,arm1,Bi-weekly-Avastin,,,
1456,Drug_hypersensitivity,2,477,Immune_system_disorders,NCT00457392,https://clinicaltrials.gov/show/NCT00457392,Carcinoma_Non-Small_Cell_Lung,erlotinib|sunitinib|erlotinib|placebo|,other_events,arm1,Erlotinib,31,erlotinib,epidermal-growth-factor-receptor-(EGFR)-inhibitor---protein-tyrosine-kinase-inhibitor
499,Hypersensitivity,1,477,Immune_system_disorders,NCT00457392,https://clinicaltrials.gov/show/NCT00457392,Carcinoma_Non-Small_Cell_Lung,erlotinib|sunitinib|erlotinib|placebo|,other_events,arm1,Erlotinib,31,erlotinib,epidermal-growth-factor-receptor-(EGFR)-inhibitor---protein-tyrosine-kinase-inhibitor
1455,DRUG_HYPERSENSITIVITY,1,32,Immune_system_disorders,NCT00457418,https://clinicaltrials.gov/show/NCT00457418,Melanoma,PEG-Intron,serious_events,arm0,PEG-Intron,,,
500,Hypersensitivity,1,25,Immune_system_disorders,NCT00459108,https://clinicaltrials.gov/show/NCT00459108,Adult_Primary_Hepatocellular_Carcinoma|Advanced_Adult_Primary_Liver_Cancer|Recurrent_Adult_Primary_Liver_Cancer|,dasatinib,serious_events,arm0,Oral-Dasatinib,24,dasatinib,signal-transduction-inhibitor---tyrosine-kinase-inhibitor
501,Hypersensitivity,1,25,Immune_system_disorders,NCT00459108,https://clinicaltrials.gov/show/NCT00459108,Adult_Primary_Hepatocellular_Carcinoma|Advanced_Adult_Primary_Liver_Cancer|Recurrent_Adult_Primary_Liver_Cancer|,dasatinib,other_events,arm0,Oral-Dasatinib,24,dasatinib,signal-transduction-inhibitor---tyrosine-kinase-inhibitor
502,Hypersensitivity,2,325,Immune_system_disorders,NCT00460265,https://clinicaltrials.gov/show/NCT00460265,Recurrent_and/or_Metastatic_Head_and_Neck_Cancer,ARM_2|ARM_1|,serious_events,arm0,Panitumumab-Plus-Chemotherapy,30,panitumumab,monoclonal-antibody-and-signal-transduction-inhibitor
506,Hypersensitivity,1,43,Immune_system_disorders,NCT00460603,https://clinicaltrials.gov/show/NCT00460603,Colorectal_Neoplasms,bevacizumab|AG-013726|AG-013736_(axitinib)|,other_events,arm10,Phase-2:-Bevacizumab-+-FOLFOX,4,bevacizumab,monoclonal-antibody
506,Hypersensitivity,1,43,Immune_system_disorders,NCT00460603,https://clinicaltrials.gov/show/NCT00460603,Colorectal_Neoplasms,bevacizumab|AG-013726|AG-013736_(axitinib)|,other_events,arm10,Phase-2:-Bevacizumab-+-FOLFOX,22,bevacizumab,monoclonal-antibody
508,Hypersensitivity,2,41,Immune_system_disorders,NCT00460603,https://clinicaltrials.gov/show/NCT00460603,Colorectal_Neoplasms,bevacizumab|AG-013726|AG-013736_(axitinib)|,other_events,arm11,Phase-2:-Axitinib-+-Bevacizumab-+-FOLFOX,10,axitinib,kinase-inhibitor
508,Hypersensitivity,2,41,Immune_system_disorders,NCT00460603,https://clinicaltrials.gov/show/NCT00460603,Colorectal_Neoplasms,bevacizumab|AG-013726|AG-013736_(axitinib)|,other_events,arm11,Phase-2:-Axitinib-+-Bevacizumab-+-FOLFOX,4,bevacizumab,monoclonal-antibody
508,Hypersensitivity,2,41,Immune_system_disorders,NCT00460603,https://clinicaltrials.gov/show/NCT00460603,Colorectal_Neoplasms,bevacizumab|AG-013726|AG-013736_(axitinib)|,other_events,arm11,Phase-2:-Axitinib-+-Bevacizumab-+-FOLFOX,22,bevacizumab,monoclonal-antibody
507,Hypersensitivity,1,6,Immune_system_disorders,NCT00460603,https://clinicaltrials.gov/show/NCT00460603,Colorectal_Neoplasms,bevacizumab|AG-013726|AG-013736_(axitinib)|,serious_events,arm4,Phase-1:-Axitinib-+-FOLFOX-(Cohort-5),19,folfox,combination-drug-with-Leucovorin-(Folinic-Acid)--Fluorouracil--and-Oxaliplatin
507,Hypersensitivity,1,6,Immune_system_disorders,NCT00460603,https://clinicaltrials.gov/show/NCT00460603,Colorectal_Neoplasms,bevacizumab|AG-013726|AG-013736_(axitinib)|,serious_events,arm4,Phase-1:-Axitinib-+-FOLFOX-(Cohort-5),10,axitinib,kinase-inhibitor
505,Hypersensitivity,1,39,Immune_system_disorders,NCT00460603,https://clinicaltrials.gov/show/NCT00460603,Colorectal_Neoplasms,bevacizumab|AG-013726|AG-013736_(axitinib)|,other_events,arm9,Phase-2:-Axitinib-+-FOLFOX,10,axitinib,kinase-inhibitor
2607,Allergic_reaction,1,115,Immune_system_disorders,NCT00461708,https://clinicaltrials.gov/show/NCT00461708,Pancreatic_Cancer,Erlotinib|Gemcitabine|,other_events,arm0,Erlotinib-Gemcitabine:-Rash-Grade-<-2,6,gemcitabine,antimetabolites
2607,Allergic_reaction,1,115,Immune_system_disorders,NCT00461708,https://clinicaltrials.gov/show/NCT00461708,Pancreatic_Cancer,Erlotinib|Gemcitabine|,other_events,arm0,Erlotinib-Gemcitabine:-Rash-Grade-<-2,31,erlotinib,epidermal-growth-factor-receptor-(EGFR)-inhibitor---protein-tyrosine-kinase-inhibitor
1457,Drug_Hypersensitivity,1,114,Immune_system_disorders,NCT00463788,https://clinicaltrials.gov/show/NCT00463788,Breast_Neoplasm,cetuximab_cisplatin|cisplatin|,serious_events,arm0,Cisplatin-and-Cetuximab,9,cisplatin,alkalating-agent
1458,Drug_Hypersensitivity,6,114,Immune_system_disorders,NCT00463788,https://clinicaltrials.gov/show/NCT00463788,Breast_Neoplasm,cetuximab_cisplatin|cisplatin|,other_events,arm0,Cisplatin-and-Cetuximab,9,cisplatin,alkalating-agent
1457,Drug_Hypersensitivity,1,114,Immune_system_disorders,NCT00463788,https://clinicaltrials.gov/show/NCT00463788,Breast_Neoplasm,cetuximab_cisplatin|cisplatin|,serious_events,arm0,Cisplatin-and-Cetuximab,5,cetuximab,Epidermal-growth-factor-receptor-inhibitor
1458,Drug_Hypersensitivity,6,114,Immune_system_disorders,NCT00463788,https://clinicaltrials.gov/show/NCT00463788,Breast_Neoplasm,cetuximab_cisplatin|cisplatin|,other_events,arm0,Cisplatin-and-Cetuximab,5,cetuximab,Epidermal-growth-factor-receptor-inhibitor
2608,allergic_reaction,3,17,General_disorders,NCT00466505,https://clinicaltrials.gov/show/NCT00466505,Colorectal_Cancer,cetuximab|celecoxib|proteomic_profiling|immunohistochemistry_staining_method|laboratory_biomarker_analysis|mass_spectrometry|,other_events,arm0,Therapeutic-Intervention,,,
2349,Anaphylaxis,1,10,Immune_system_disorders,NCT00470275,https://clinicaltrials.gov/show/NCT00470275,Sarcoma,cytarabine,other_events,arm0,Cytarabine,52,cytarabine,antimetabolite
2028,Dermatitis_allergic,1,304,Skin_and_subcutaneous_tissue_disorders,NCT00471146,https://clinicaltrials.gov/show/NCT00471146,Carcinoma_Pancreatic_Ductal,AG-013736|Gemcitabine|Gemcitabine|placebo|,other_events,arm0,Axitinib-+-Gemcitabine,6,gemcitabine,antimetabolites
515,Hypersensitivity,2,304,Immune_system_disorders,NCT00471146,https://clinicaltrials.gov/show/NCT00471146,Carcinoma_Pancreatic_Ductal,AG-013736|Gemcitabine|Gemcitabine|placebo|,other_events,arm0,Axitinib-+-Gemcitabine,6,gemcitabine,antimetabolites
2028,Dermatitis_allergic,1,304,Skin_and_subcutaneous_tissue_disorders,NCT00471146,https://clinicaltrials.gov/show/NCT00471146,Carcinoma_Pancreatic_Ductal,AG-013736|Gemcitabine|Gemcitabine|placebo|,other_events,arm0,Axitinib-+-Gemcitabine,10,axitinib,kinase-inhibitor
515,Hypersensitivity,2,304,Immune_system_disorders,NCT00471146,https://clinicaltrials.gov/show/NCT00471146,Carcinoma_Pancreatic_Ductal,AG-013736|Gemcitabine|Gemcitabine|placebo|,other_events,arm0,Axitinib-+-Gemcitabine,10,axitinib,kinase-inhibitor
516,Hypersensitivity,1,309,Immune_system_disorders,NCT00471146,https://clinicaltrials.gov/show/NCT00471146,Carcinoma_Pancreatic_Ductal,AG-013736|Gemcitabine|Gemcitabine|placebo|,other_events,arm1,Placebo-+-Gemcitabine,6,gemcitabine,antimetabolites
517,Hypersensitivity,1,124,Immune_system_disorders,NCT00473889,https://clinicaltrials.gov/show/NCT00473889,Stage_IIIB_or_IV_Non-Small_Cell_Lung_Cancer,vorinostat|Comparator:_paclitaxel|Comparator:_carboplatin|Comparator:_placebo|,serious_events,arm1,Placebo-+-Paclitaxel-+-Carboplatin,3,carboplatin,alkalating-agent
517,Hypersensitivity,1,124,Immune_system_disorders,NCT00473889,https://clinicaltrials.gov/show/NCT00473889,Stage_IIIB_or_IV_Non-Small_Cell_Lung_Cancer,vorinostat|Comparator:_paclitaxel|Comparator:_carboplatin|Comparator:_placebo|,serious_events,arm1,Placebo-+-Paclitaxel-+-Carboplatin,2,paclitaxel,taxane
1466,Drug_hypersensitivity,1,252,Immune_system_disorders,NCT00474786,https://clinicaltrials.gov/show/NCT00474786,Renal_Cell_Carcinoma,Sorafenib|temsirolimus_(Torisel)|,serious_events,arm1,Sorafenib,90,sorafenib,Tyrosine-Kinase-inhibitor
